Symbol,NAME,PERCENT,Cumulative,Perpetual,Convertible,Redeemable,Other,Original Call Date,Actual Date Called
ASN-D*,"Archstone Communities Trust,",8.75%,Yes,No,No,Yes,Cumul Redeem Preferred Shares D,8/06/04,8/06/04
ACM-A*,N/A,N/A,No,No,No,No,N/A,9/15/01,8/05/04
HMT-A*,"Host Marriott Corp.,",10.0%,Yes,No,No,Yes,Class A Cumul Redeem Preferred Stock,8/03/04,8/03/04
BLB**,"BellSouth Capital Funding Corp.,",7 3/8%,No,No,No,No,QUIBS Qrtly Int Bonds,8/01/04,8/01/04
SSS-B*,"Sovran Self Storage,",9.85%,Yes,No,No,Yes,Cumul Redeem Preferred Shares B,7/30/04,8/01/04
O-C*,"Realty Income Corp.,",9 1/2%,Yes,No,No,Yes,Class C Cumulative Redeemable Preferred Stock,7/30/04,7/30/04
CPZ-A*,"CPL Capital I,",8.00%,No,No,No,Yes,Redeem Deferr QUIPS Preferred A,4/30/02,7/30/04
LGN-*,"Lodgian Inc.,",12.25%,No,No,No,No,Series A Preferred Stock,11/26/02,7/26/04
DFT*,"Downey Financial Capital Trust I,",10%,No,No,No,No,Capital Securities,7/23/04,7/23/04
KLT-T*,"KCPL Financing I,",8.30%,No,No,No,No,TOPrS Trust Orig Preferred Securities,3/31/02,7/21/04
WBK-A*,"Westpac Capital Trust I,",8%,No,No,No,No,TOPrS Trust Orig Preferred Securities,7/16/04,7/16/04
VVI-*,"Viad Corp.,",$4.75,No,No,No,Yes,Redeemable Preferred Stock,N/A,7/16/04
TYCGP*,"Taylor Capital Group,",9%,No,Yes,No,No,"Non-cumulative Perpetual Preferred Stock, Series A",1/15/02,7/16/04
OFC-B*,"Corporate Office Properties Trust,",10.0%,Yes,No,No,Yes,Cumul Redeem Preferred Shares B,7/15/04,7/15/04
MWN*,"Morgan Stanley Dean Witter,",7.25%,No,No,No,No,Series C Senior Notes,6/17/04,7/15/04
ACE-B*,"Capital Re LLC,",7.65%,Yes,No,No,No,Cumul Mntly Inc Preferred Shares (MIPS),1/31/99,7/12/04
TBFCP*,"TeleBanc Capital Trust II,",9.0%,No,No,No,No,BLUS Benef Unsecured Sec A,7/31/03,7/08/04
ARE-A*,"Alexandria Real Estate Equities,",9.50%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Stock,6/11/04,7/07/04
EPI*,"Consolidated Edison Co. of NY,",7.35%,No,No,No,No,Series 1999A PINES,7/01/04,7/02/04
LEH-J**,"Lehman Brothers Holdings Capital Trust II,",7.875%,No,No,No,No,Preferred Securities Series J,6/30/04,6/30/04
LTCHP*,"Litchfield Capital Trust I,",10%,No,No,No,No,Trust Preferred Securities A,6/30/04,6/30/04
ING-A*,"ING Capital Funding Trust I,",7.70%,No,No,No,No,Non-cumul Trust Preferred Sec ADR,6/25/04,6/30/04
BVS*,"Bay View Capital I,",9.76%,Yes,No,No,No,Cumulative Capital Securities,12/31/03,6/30/04
DUK-V*,"Duke Energy Capital Trust II,",7.20%,No,No,No,No,TruPS Trust Preferred Securities,6/30/04,6/30/04
CQP-A*,"Quad City Holdings Capital Trust I,",9.20%,Yes,No,No,No,Cumul Cap Securities,6/30/04,6/30/04
METFO**,"Metropolitan Capital Trust II,",9.50%,No,No,No,No,Trust Preferred Securities,6/30/04,6/30/04
PGB*,"Portland General Electric Co.,",8.25%,No,No,No,No,QUIDS Debentures Ser A,10/10/00,6/30/04
NEV-T*,"Nuevo Financing I,",$2.875,No,No,Yes,No,TECONS Term Convertible Securities A,12/15/02,6/29/04
CXW-B*,"Corrections Corp. of America,",12%,No,No,Yes,No,Series B Conv Preferred Stock,N/A,6/28/04
WRC-*,"Westport Resources Corp.,",6 1/2%,No,No,Yes,No,Convertible Preferred Stock,3/15/03,6/21/04
OZRKP*,"Ozark Capital Trust,",9.0%,Yes,No,No,No,Cumul Trust Preferred Securities,6/18/04,6/18/04
SUD*,"Abbey National plc,",7.25%,No,Yes,No,No,Perpetual Subordinated Capital Securities,6/15/04,6/15/04
TLM-B*,"Talisman Energy Inc.,",8.90%,No,No,No,No,Preferred Securities,6/15/04,6/15/04
CNSJP*,N/A,N/A,No,No,No,No,N/A,N/A,6/11/04
FR-D*,"First Industrial Realty Trust,",7.95%,Yes,No,No,No,Dep Shares Cumul Preferred Stock D,2/04/03,6/07/04
FR-E*,"First Industrial Realty Trust,",7.90%,Yes,No,No,No,Dep Shares Cumul Preferred Stock E,3/18/03,6/07/04
O-B*,"Realty Income Corp.,",9 3/8%,Yes,No,No,Yes,Class B Cumulative Redeemable Preferred Stock,5/25/04,6/07/04
PRI*,"Cox Communications, Inc.",7.75%,No,No,No,No,Sprint PCS Exch PRIZES 11/5/02,N/A,6/07/04
FTWDP*,"Fleetwood Capital Trust II,",9.5%,No,No,Yes,No,Convertible Trust II Preferred Securities,N/A,6/04/04
VLP-B*,"Vineyard National Bancorp,",5.60%,No,No,Yes,No,Non-cumul Convertible Preferred Stock,9/16/05,6/03/04
MTT-X*,"Met-Ed Capital Trust,",7.35%,No,No,No,No,Trust Preferred Securities,5/28/04,6/01/04
RONCP*,"Ronson Corp.,",12%,Yes,No,Yes,No,Cumul Conv Preferred Stock,N/A,5/31/04
CNF-T*,"CNF Trust I,",5.0%,No,No,Yes,No,"TECONS Term Convertible Securities, Series A",6/01/00,5/28/04
DUT*,"Duke Energy Corp.,",6.60%,No,No,No,No,Series C Senior Notes due 2038,3/11/04,5/28/04
BBC-A**,"Bergen Capital Trust I,",7.80%,No,No,No,No,TOPRS Trust Orig Preferred Securities,5/26/04,5/28/04
JZG*,"Lehman ABS Corp Bkd Trust Certs 2004-01,",6.20%,No,No,No,No,Verizon NY Debentures,1/15/09,5/27/04
ALQ*,"Alabama Power Co.,",6.75%,No,No,No,No,Senior Notes Series J due 6/30/2039,5/26/04,5/26/04
DQ-A*,"Duquesne Capital L.P.,",8 3/8%,No,No,No,No,MIPS Monthly Income Preferred Sec A,5/31/01,5/21/04
KVP*,"Structured Products CorTS, GE Global Insurance,",6.25%,No,No,No,No,Certificates,10/30/07,5/19/04
DKA*,"MSDW Structured Asset SATURNS 2002-13,",6.25%,No,No,No,No,GE Global Ins,10/29/07,5/18/04
CHEQP*,"Chemed Capital Trust,",$2.00,No,No,Yes,No,Convertible Trust Preferred Securities,3/15/03,5/18/04
MOK*,"MSDW Structured Asset SATURNS 2002-12,",6.25%,No,No,No,No,GE Global Ins,10/29/07,5/18/04
MTOHP*,"Metrocall Holdings Inc.,",15.0%,Yes,No,No,No,Cumul Series A Preferred Stock,N/A,5/17/04
CIV-D*,"Delmarva Power Financing I,",8.125%,Yes,No,No,No,Cumul Trust Preferred Capital Securities,9/30/01,5/17/04
JZI*,"Lehman ABS Corp Bkd Trust Certs 2003-19,",6.00%,No,No,No,No,GE Global Insur,12/12/08,5/17/04
HYG*,"Structured Products CorTS, Verizon Maryland Debentures,",6.00%,No,No,No,No,Certificates,1/16/09,5/13/04
JZB*,N/A,N/A,No,No,No,No,N/A,2/25/06,5/11/04
HPC-A*,"Hercules Trust I,",9.42%,No,No,No,No,TOPrS Trust Orig Preferred Securities,3/17/04,5/10/04
CVCHN*,"CSC Holdings Inc.,",11 1/8%,No,No,No,No,Dep Shares Series M Preferred Stock,4/01/03,5/06/04
CVCHP*,"CSC Holdings Inc.,",11 3/4%,No,No,No,Yes,Series H Redeem Exch Preferred Stock,10/01/07,5/06/04
ROGEH*,"Rochester Gas &amp; Electric Corp.,",4.95%,No,No,No,No,Series K Preferred Stock,N/A,5/05/04
ROGEL*,"Rochester Gas &amp; Electric Corp.,",4.75%,No,No,No,No,Series I Preferred Stock,N/A,5/05/04
ROGEM*,"Rochester Gas &amp; Electric Corp.,",4.10%,No,No,No,No,Series H Preferred Stock,N/A,5/05/04
ROGEO*,"Rochester Gas &amp; Electric Corp.,",4.00%,No,No,No,No,Series F Preferred Stock,N/A,5/05/04
ROGEP*,"Rochester Gas &amp; Electric Corp.,",4.10%,No,No,No,No,Series J Preferred Stock,N/A,5/05/04
PST-A*,"PSO Capital I,",8.00%,Yes,No,No,Yes,Cumul Redeem TOPrS Trust Preferred A,4/30/02,5/05/04
PSB-A*,"PS Business Parks,",9 1/4%,Yes,No,No,No,"Dep Shares Cumulative Preferred Stock, Series A",4/30/04,4/30/04
NHI-*,"National Health Investors,",8.50%,Yes,No,Yes,No,Cumul Convertible Preferred Stock,2/15/99,4/30/04
OHI-A*,"Omega Healthcare Investors,",9.25%,Yes,No,No,No,Series A Cumulative Preferred Stock,7/01/02,4/30/04
FBC-O*,"Flagstar Trust,",9.50%,Yes,No,No,No,Cumulative Preferred Securities,4/29/04,4/30/04
FTCPP*,"Fleetwood Capital Trust III,",9.5%,No,No,Yes,No,Convertible Trust III Preferred Securities,N/A,4/29/04
SUA*,"Abbey National plc,",7%,No,Yes,No,No,Perpetual Subordinated Capital Securities,4/29/04,4/29/04
CMM-F*,"CRIIMI MAE, Inc.",12%,Yes,No,No,Yes,Series F Redeem Cumul Preferred Stock,11/05/00,4/28/04
CMM-G*,"CRIIMI MAE, Inc.",15%,Yes,No,No,Yes,Series G Redeem Cumul Div Preferred Stock,N/A,4/28/04
AVA-A*,"Avista Capital I,",7 7/8%,No,No,No,No,TOPrS Trust Originated Preferred Securities A,1/15/02,4/28/04
GL-A*,"Great Lakes REIT Inc.,",9 3/4%,Yes,No,No,Yes,Cumul Redeem Preferred Shares A,12/16/03,4/27/04
TXU-A*,"TXU Capital I,",7 1/4%,Yes,No,No,No,Cumul Trust Preferred Capital Securities,12/30/03,4/24/04
CCM-*,"Carlton Communications plc,",8%,No,No,No,No,Exch Capital Securities ADR,10/07/03,4/23/04
ABANP*,"ABI Capital Trust,",8.50%,No,No,No,No,Preferred Securities,6/30/03,4/22/04
GLDBP*,"GBCI Capital Trust,",8.75%,No,No,No,No,Preferred Securities,12/31/02,4/22/04
AIV-P*,"Apartment Investment &amp; Management,",9.00%,Yes,No,Yes,No,Class P Conv Cumul Preferred Stock,3/26/04,4/21/04
HE-T*,"HECO Capital Trust II,",7.30%,No,No,No,No,QUIPS Series 1998 Preferred Securities,12/15/03,4/19/04
HE-Q*,"HECO Capital Trust I,",8.05%,No,No,No,No,QUIPS Series 1997 Preferred Securities,3/27/02,4/19/04
WGR-A*,"Western Gas Resources Inc.,",$2.625,Yes,No,Yes,No,Cumul Convertible Preferred Stock,2/16/03,4/19/04
WR-A*,"Western Resources Capital I,",7 7/8%,Yes,No,No,No,Cumul Qrtly Income Preferred Sec QUIPS,12/11/00,4/16/04
HE-S*,"Hawaiian Electric Industries Capital Trust I,",8.36%,No,No,No,No,TOPrS Preferred Sec,2/04/02,4/16/04
HPT-A*,"Hospitality Properties Trust,",9 1/2%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Shares,4/12/04,4/12/04
PCG.Q*,"PG&amp;E Capital I,",7.90%,No,No,No,No,QUIPS Qrtly Income Preferred Securities,11/28/00,4/12/04
MP-B*,"Mississippi Power Co.,",6.65%,No,No,No,No,Series Dep Shares Preferred Stock,N/A,4/05/04
MP-C*,"Mississippi Power Co.,",6.32%,No,No,No,No,Series Dep Shares Preferred Stock,N/A,4/05/04
MSPWO*,"Mississippi Power Co.,",7.00%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,4/05/04
WRI-C*,"Weingarten Realty Investors,",7.00%,Yes,No,No,Yes,Series C Cumul Redeem Preferred Shares,3/15/04,4/01/04
ABN-B*,"ABN Amro Capital Funding Trust II,",7 1/8%,No,No,No,No,Non-cumul Guar Trust Preferred Sec,3/31/04,4/01/04
LEH-I**,"Lehman Brothers Holdings Capital Trust I,",8.00%,No,No,No,No,Preferred Securities Series I,3/31/04,3/31/04
LTC-B*,"LTC Properties Inc.,",9.00%,Yes,No,No,No,Series B Cumulative Preferred Stock,1/01/02,3/31/04
CFNLP*,"Cardinal Financial Corp.,",7.25%,Yes,No,Yes,No,Cumul Convertible Preferred Stock A,12/31/20,3/29/04
DUK-Q*,"Duke Energy Capital Trust I,",7.20%,No,No,No,No,QUIPS Preferred Securities,12/31/02,3/26/04
WEC-A*,"WEC Capital Trust I,",6.85%,No,No,No,No,TruPS Trust Preferred Securities,3/25/04,3/26/04
MOT-A*,"Motorola Capital Trust I,",6.68%,No,No,No,No,TOPrS Trust Orig Preferred Securities,2/03/04,3/26/04
LTC-A*,"LTC Properties Inc.,",9.50%,Yes,No,No,No,Series A Cumulative Preferred Stock,4/01/01,3/25/04
FWT-A*,"FW Capital I,",9.375%,Yes,No,No,No,Cumulative Preferred Securities,2/16/04,3/19/04
CXW-A*,"Corrections Corp. of America,",8.0%,Yes,No,No,No,Series A Cumul PreferredShares,1/30/03,3/19/04
RSE-Z*,"Rouse Capital,",9 1/4%,Yes,No,No,No,QUIPS Cumul Qrtly Income Preferred Securities,11/27/00,3/17/04
VNO-B*,"Vornado Realty Trust,",8.50%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Shares,3/17/04,3/17/04
DRE-D*,"Duke Realty Investments,",7.375%,Yes,No,Yes,No,Dep Shares Cumul Convertible Preferred Shares D,12/31/03,3/16/04
HLI-A*,"Hartford Life Capital I,",7.20%,No,No,No,No,TruPS Trust Preferred Securities,6/30/03,3/15/04
TTN-*,"Titan Corp.,",$1.00,Yes,No,Yes,No,Cumul Convertible Preferred Stock,N/A,3/15/04
SU-A*,"Suncor Energy Inc.,",9 1/8%,No,No,No,No,Preferred Securities,3/15/04,3/15/04
CIV-C*,"Atlantic Capital II,",7 3/8%,Yes,No,No,No,Cumul Trust Preferred Capital Securities,11/04/03,3/11/04
PSA-L**,"Public Storage Inc.,",8 1/4%,Yes,No,No,No,"Dep Shares Cumul Preferred Stock, Series L",3/10/04,3/10/04
GPF*,"Georgia Power Co.,",6 5/8%,No,No,No,No,Series D Senior Notes due 2039,3/09/04,3/09/04
AAG-T*,"American Annuity Group Capital Trust I,",9 1/4%,No,No,No,No,TOPrS Preferred Sec,11/07/01,3/08/04
AFG-T*,"American Financial Capital Trust I,",9 1/8%,No,No,No,No,TOPrS Preferred Sec,10/22/01,3/05/04
PPS-C*,"Post Properties Inc.,",7 5/8%,Yes,No,No,Yes,Series C Cumul Redeem Preferred Shares,2/09/03,3/05/04
NBS-A*,"New South Capital Trust I,",8.50%,Yes,No,No,No,Cumul Trust Preferred Securities,6/30/03,3/05/04
GR-A*,"BFGoodrich Capital,",8.30%,No,No,No,No,QUIPS Qrtly Income Preferred Securities A,7/06/00,3/02/04
NCX-*,"NOVA Chemicals Ltd,",9 1/2%,No,No,No,No,Preferred Securities,10/22/03,3/01/04
NCX-A*,"NOVA Chemicals Corp.,",9.04%,No,No,No,No,Preferred Securities,1/26/04,3/01/04
OJB*,"Ohio Power Co.,",7 3/8%,No,No,No,No,Senior Notes,4/29/03,3/01/04
GRT-B*,"Glimcher Realty Trust,",9 1/4%,Yes,No,No,Yes,Cumul Redeem Preferred Shares B,11/15/02,2/27/04
GPE-A*,"Georgia Power Capital Trust IV,",6.85%,No,No,No,No,Trust Preferred Securities,2/25/04,2/25/04
WXH-A*,"Winston Hotels Inc.,",9.25%,Yes,No,No,No,Series A Cumul Preferred Stock,9/28/01,2/24/04
SFI-B*,"iStar Financial, Inc.,",9.375%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Stock,6/15/01,2/23/04
SFI-C*,"iStar Financial, Inc.,",9.20%,Yes,No,No,Yes,Series C Cumul Redeem Preferred Stock,8/15/01,2/23/04
UBT*,"UnionBanCal Finance Trust I,",7 3/8%,No,No,No,No,Capital Securities,2/19/04,2/19/04
TLM-A*,"Talisman Energy Inc.,",9.00%,No,No,No,No,Preferred Securities,2/15/04,2/15/04
RSE-B*,"Rouse Co.,",6.00%,No,No,Yes,No,Series B Convertible Preferred Stock,4/01/00,2/10/04
NXY-A*,"Nexen Inc.,",9.375%,No,No,No,No,Preferred Securities,2/09/04,2/09/04
KRT-D*,"Kramont Realty Trust,",9.50%,Yes,No,No,Yes,Series D Cumul Redeem Preferred Shares,2/11/02,1/30/04
BRE-A*,"BRE Properties Inc.,",8 1/2%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Stock,1/29/04,1/29/04
PHFCP*,"Pittsburgh Home Capital Trust I,",8.56%,Yes,No,No,No,Cumul Trust Preferred Securities,1/30/03,1/27/04
SCE.Q*,"Southern California Edison,",8.375%,No,No,No,No,Qrtly Int Debt Secur QUIDS,5/25/00,1/26/04
NAR-**,N/A,N/A,No,No,No,No,N/A,9/29/03,1/22/04
OXY-B*,"Oxy Capital Trust I,",8.16%,No,No,No,No,TOPrS Trust Orig Preferred Securities,1/20/04,1/20/04
PSA-K*,"Public Storage Inc.,",8 1/4%,Yes,No,No,No,"Dep Shares Cumul Preferred Stock, Series K",1/19/04,1/20/04
CNP-A*,"HL&amp;P Capital Trust I,", 8.125%,No,No,No,No,Trust Preferred Securities Series A,2/04/02,1/20/04
DRE-E*,"Duke Realty Investments,",8.25%,Yes,No,No,Yes,Dep Shares Cumul Redeem Preferred Shares E,1/20/04,1/20/04
KPA-A*,"Innkeepers USA Trust,",8.625%,No,No,Yes,No,Series A Convertible Preferred Shares,5/18/03,1/20/04
SVA-*,"Savannah Electric Capital Trust I,",6.85%,No,No,No,No,TruPS Trust Preferred Securities,12/09/03,1/16/04
MCN-S*,"MCN Financing II,",8 5/8%,No,No,No,No,TruPS Trust Preferred Securities,11/15/03,1/15/04
ESBFP*,"PennFirst Capital Trust I,",8.625%,Yes,No,No,No,Cumul Trust Preferred Securities,12/31/02,1/15/04
CIP*,"AT&amp;T Capital Corp.,",8.25%,No,No,No,No,Senior Public Income Notes PINES,11/15/03,1/15/04
BSC-A*,N/A,N/A,No,No,No,No,N/A,N/A,1/15/04
IPP*,"Intl Paper Capital Trust III,",7 7/8%,No,No,No,No,Capital Securities,9/24/03,1/14/04
PLD-D*,"ProLogis Trust,",7.92%,Yes,No,No,Yes,Series D Cumul Redeem Preferred Shares,4/13/03,1/12/04
WPS-A*,"WPSR Capital Trust I,",7.00%,No,No,No,No,Trust Preferred Securities,7/30/03,1/08/04
EOP-C*,"Equity Office Properties Trust,",8 5/8%,Yes,No,No,Yes,Cumul Redeem Preferred Shares C,12/08/03,1/05/04
F-T*,"Ford Motor Co. Capital Trust I,",9.0%,No,No,No,No,TOPrS Trust Orig Preferred Sec,12/01/02,1/02/04
SNBCO*,"Sun Capital Trust II,",8.875%,No,No,No,No,Preferred Securities,12/31/03,12/31/03
PEG-X*,"Public Service Electric &amp; Gas Capital,",8.00%,No,No,No,No,Mnthy Inc Preferred Sec,9/15/00,12/31/03
PEG-T*,"PSE&amp;G Capital Trust II,",8.125%,Yes,No,No,No,Cumul Qrtly Inc Preferred Sec QUIPS,2/07/02,12/31/03
OLP-*,"One Liberty Properties Inc.,",$16.50,Yes,No,Yes,No,Cumul Convertible Preferred Stock,7/01/94,12/30/03
NSR-**,"Norfolk Southern Railway Co.,",$2.60,Yes,No,No,No,Cumul Preferred Stock Series A,N/A,12/29/03
POM-T*,"Potomac Electric Power Co. Trust I,",7.375%,No,No,No,No,TOPrS Preferred Securities,6/01/03,12/29/03
DUK-U*,"Duke Capital Financing Trust II,",7 3/8%,No,No,No,No,QUIPS Preferred Securities,9/30/03,12/29/03
EQR-G*,"Equity Residential Properties Trust,",7 1/4%,No,No,Yes,No,Convertible Dep Shares Preferred G,9/15/02,12/26/03
SBP-A*,"Banco Santander Puerto Rico,",7.00%,No,No,No,No,Non-cumul Mntly Income Preferred Stock A,7/01/03,12/26/03
SO-C*,"Southern Co. Capital Trust V,",6.875%,No,No,No,No,QUIPS Qrtly Inc Preferred Sec,12/23/03,12/23/03
BGE-A*,"BGE Capital Trust I,",7.16%,No,No,No,No,TOPrS Trust Orig Preferred Securities,6/15/03,12/22/03
FCX-A*,N/A,N/A,No,No,No,No,N/A,8/01/99,12/19/03
UFHIP*,"UFH Capital Trust I,",9.40%,Yes,No,No,No,Cumul Trust Preferred Securities,12/10/03,12/19/03
WRIPP*,"Weingarten Realty Investors,",7.125%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Shares,10/20/03,12/19/03
ALE-*,"ALLETE Capital I,",8.05%,Yes,No,No,No,Cumul QUIPS Preferred Securities,3/20/01,12/18/03
UBSCP*,"Union Bankshares Capital Trust I,",9.0%,Yes,No,No,No,Cumul Trust Preferred Securities,12/17/03,12/17/03
VPA*,"Virginia Electric &amp; Power Co.,",6.70%,No,No,No,No,LIQUIDs Senior Notes due 2009,6/30/02,12/15/03
VEA*,"Virginia Electric &amp; Power Co.,",7.15% 1998,No,No,No,No,Series A Senior Notes,6/30/03,12/15/03
SPG-B*,"Simon Property Group,",6.50%,No,No,Yes,No,Series B Convertible Preferred Shares,9/24/03,12/15/03
SXNBP*,"Success Capital Trust I,",8.95%,No,No,No,No,Trust Preferred Securities,5/19/03,12/15/03
NXY-*,"Nexen Inc.,",9.75%,No,No,No,No,Preferred Securities,10/30/03,12/15/03
BSC-Y*,"Bear Stearns Capital Trust II,",7.50%,No,No,No,No,Trust Preferred Securities,12/15/03,12/15/03
CCIKP*,"Crown Castle Intl Corp.,",12 3/4%,No,No,No,No,Senior Exch Preferred Stock,12/15/01,12/15/03
CIC*,"AT&amp;T Capital Corp.,",8.125%,No,No,No,No,Senior Public Income Notes PINES,12/15/03,12/15/03
IFC-P*,"IFC Capital Trust I,",9.25%,Yes,No,No,No,Cumul Trust Preferred Securities,3/31/02,12/15/03
ANJ-**,"ANZ Exchangeable Preferred Trust II,",8.08%,No,No,No,No,TrUEPrS Units,N/A,12/12/03
ANU-*,"ANZ Exchangeable Preferred Trust,",$2.00,No,No,No,No,TrUEPrS Units,N/A,12/12/03
TMT*,TCW/DW Term Trust,2003,No,No,No,No,due 12/31/03,N/A,12/08/03
UPCTP*,"Union Pacific Capital Trust,",6 1/4%,No,No,Yes,No,Convertible Preferred Securities TIDES,4/10/04,12/05/03
SIVBP*,"SVB Capital I,",8.25%,Yes,No,No,No,Cumul Trust Preferred Securities,6/15/03,12/01/03
ASN-A*,"Archstone Communities Trust,",7%,Yes,No,Yes,No,Cumul Convertible Preferred Shares A,N/A,12/01/03
ESB-A*,"Espirito Santo Overseas Ltd,",8.50%,No,No,No,No,Non-cumul Guar Pref Shares A,N/A,12/01/03
CBL-A*,"CBL &amp; Associates Properties,",9.00%,Yes,No,No,Yes,Cumul Redeem Preferred Stock A,7/01/03,11/28/03
FIG-A*,"Farmers Group Capital,",8.45%,Yes,No,No,No,QUIPS Cumul Qrtly Income Preferred Sec A,9/27/00,11/25/03
FIG-B*,"Farmers Group Capital II,",8.25%,Yes,No,No,No,QUIPS Cumul Qrtly Income Preferred Sec B,9/27/00,11/25/03
GPB*,"Georgia Power Co.,",6.60%,No,No,No,No,Series B Senior Notes due 2038,11/25/03,11/25/03
BSF-H*,"BSCH Finance Ltd,",7.790%,No,No,No,No,Non-cumul Guar Preferred Stock Series H,6/01/02,11/21/03
BSF-J*,"BSCH Finance Ltd,",7.350%,No,No,No,No,Non-cumul Guar Preferred Stock Series J,12/01/02,11/21/03
SGSLP*,"Seagram (Joseph E.) &amp; Sons,",8%,No,No,No,No,Senior QUIDS,11/20/03,11/20/03
FLPLI*,"Florida Power &amp; Light Co.,",4.35%,Yes,No,No,No,Series E Cumul Preferred Stock,N/A,11/19/03
FLPLO*,"Florida Power &amp; Light Co.,",6.98%,Yes,No,No,No,Series S Cumul Preferred Stock,3/01/03,11/19/03
FLPLP*,"Florida Power &amp; Light Co.,",4 1/2%,Yes,No,No,No,Cumul Preferred Stock,N/A,11/19/03
FLPTM*,"Florida Power &amp; Light Co.,",4 1/2%,Yes,No,No,No,Series C Cumul Preferred Stock,N/A,11/19/03
FLPTP*,"Florida Power &amp; Light Co.,",4.32%,Yes,No,No,No,Series D Cumul Preferred Stock,N/A,11/19/03
C-W**,"Citigroup Capital V,",7%,No,No,No,No,TruPS Trust Preferred Securities,11/15/03,11/15/03
WFC-B*,N/A,N/A,No,No,No,No,N/A,N/A,11/15/03
FMERP*,"FirstMerit Corp.,",6 1/2%,Yes,No,Yes,No,Cumul Convertible Preferred Stock Series B,6/24/99,11/14/03
SIRPP*,"Sinclair Capital,",11.625%,No,No,No,No,Hi Yield Trust Preferred Securities,N/A,11/12/03
NXTLN*,"Nextel Communications,",11.125%,No,No,No,No,Series E Exch Preferred Stock,2/15/03,11/12/03
CMV*,"Chase Capital IV,",7.34%,No,No,No,No,"Capital Securities, Series D",12/05/02,11/10/03
CHCOP*,"City Holding Capital Trust II,",9.125%,No,No,No,No,Capital Securities,10/31/03,11/07/03
JBB*,"Lehman ABS Corp Bkd Trust Certs 2003-01,",7.25%,No,No,No,No,Sears Roebuck Acceptance,1/28/08,11/07/03
SEP-*,"Swedish Export Credit Corp.,",7.375%,No,Yes,No,No,Perp Non-cumul Preferred,9/01/03,11/06/03
SJI-T*,"SJG Capital Trust,",8.35%,No,No,No,No,Preferred Securities,4/30/02,11/05/03
TFD*,"Transamerica Finance Corp.,",7.10%,No,No,No,No,Senior Qrtly Int Bonds QUIBS,11/03/03,11/03/03
PSD-C*,"Puget Sound Energy,",7.45%,No,No,No,No,Series II Preferred Stock,11/01/03,11/01/03
FSA*,"Financial Security Assurance Holdings Ltd,",6.950%,No,No,No,No,Senior QUIDS,11/01/03,11/01/03
CCSBP*,"Chevy Chase Savings Bank,",13%,No,Yes,No,No,Non-cumul Perpetual Preferred Stock A,5/01/03,10/31/03
SWO-A*,"Swepco Capital I,",7.875%,No,No,No,No,Trust Preferred Securities A,4/30/02,10/31/03
SUG-A*,"Southern Union Financing I,",9.48%,No,No,No,No,TOPrS Trust Orig Preferred Sec,5/17/00,10/31/03
UMG-C*,"MediaOne Finance Trust III,",9.04%,No,No,No,No,TOPrS Trust Orig Preferred Securities,10/28/03,10/28/03
SRH*,"Sears Roebuck Acceptance Corp.,",6.95%,No,No,No,No,Notes due 10/23/2038,10/23/03,10/23/03
ROY-*,"Royce Micro-Cap Trust,",7.75%,Yes,No,No,No,Cumulative Preferred Stock,7/01/02,10/20/03
RGL-*,"Royce Focus Trust Inc.,",7.45%,Yes,No,No,No,Cumulative Preferred Stock,12/01/02,10/20/03
GUP-B*,"Gulf Power Capital Trust II,",7.00%,Yes,No,No,No,QUIPS Cumul Qrtly Inc Preferred Sec,1/20/03,10/17/03
IEU*,"IES Utilities Inc.,",7 7/8%,No,No,No,No,Quarterly Debt Capital Securities,12/31/00,10/17/03
NRX*,"National Rural Utilities Coop Finance Corp.,",7.375%,No,No,No,No,QUICS,9/15/03,10/15/03
METFP**,"Metropolitan Capital Trust I,",8.60%,No,No,No,No,Trust Preferred Securities,6/30/03,10/15/03
SPS-T*,"Southwestern Public Service Capital I,",7.85%,No,No,No,No,Trust Preferred Securities A,10/21/01,10/15/03
CRE-B*,"CarrAmerica Realty Corp.,",8.57%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Stock,8/12/02,10/12/03
CRE-C*,"CarrAmerica Realty Corp.,",8.55%,Yes,No,No,Yes,Dep Shares Cumul Red Preferred Stock C,11/06/02,10/12/03
CRE-D*,"CarrAmerica Realty Corp.,",8.45%,Yes,No,No,Yes,Dep Shares Cumul Red Preferred Stock D,12/19/02,10/12/03
RVT-*,"Royce Value Trust,",7.80%,Yes,No,No,No,Tax-Adv Cumul Preferred Stock,8/15/03,10/10/03
RVT-A*,"Royce Value Trust,",7.30%,Yes,No,No,No,Tax-Adv Cumul Preferred Stock,6/22/03,10/10/03
SBSIP*,"Southside Capital Trust I,",8.50%,Yes,No,No,No,Cumul Trust Preferred Securities,6/30/03,10/06/03
CIH-A*,"Citicorp Capital III,",7.10%,No,No,No,No,TruPS Trust Preferred Securities,8/15/03,10/03/03
